video_id,class,sequence_length
18195,217,118
67604,217,48
18196,217,31
18197,217,64
18200,217,119
18201,217,101
18225,714,36
18226,714,39
18227,197,63
65595,714,72
67605,714,53
18220,714,42
18221,714,35
18222,714,18
18223,714,10
18239,1014,41
18241,1014,164
67606,1014,47
18242,1014,63
18245,1014,35
18246,1014,41
18247,1014,68
18248,1014,83
18253,517,58
67608,517,39
65596,517,74
18261,517,78
18256,517,71
18257,517,60
18258,517,57
18259,517,83
18270,401,35
18294,401,23
18295,401,71
18296,401,73
18288,401,128
67607,401,52
18298,401,69
18289,401,109
18293,401,27
18271,514,58
18275,514,25
18276,514,61
18277,514,41
18272,514,71
18273,514,45
18301,228,46
68043,228,93
68966,228,97
18313,228,53
18306,228,71
67609,228,48
18307,228,34
18308,228,63
18316,1179,49
69307,1179,53
68520,1179,113
68044,1179,67
18329,1179,43
18331,1179,46
65601,1179,64
18323,1179,87
18333,1179,85
18334,1179,61
18335,1179,71
18324,1179,58
18370,509,178
18371,509,70
18372,509,62
18373,509,32
18376,509,53
18377,509,70
18413,1209,80
18415,657,34
18416,657,34
18417,1209,69
18419,1209,38
18420,1209,31
18421,657,58
18424,657,41
18427,657,68
18430,657,65
18431,657,102
18432,657,69
18474,600,136
18481,600,60
18485,913,29
18489,913,63
18491,913,26
18494,913,36
18495,913,38
18496,913,69
18497,913,50
18498,913,66
18488,913,63
18528,995,41
18529,995,65
18530,995,69
65609,995,77
18532,995,71
18522,995,92
18523,995,42
18524,995,25
69309,1281,48
18569,1281,54
18570,1281,41
18571,1281,83
18577,1281,46
18578,1281,74
65614,1151,61
18550,1151,64
18551,1151,23
18552,1151,27
18556,1151,50
18557,1151,73
18719,440,63
65618,440,77
67615,440,36
18722,440,42
18726,440,81
18727,1064,61
18728,1251,87
18729,1064,36
18733,1064,72
18734,1064,79
18755,737,49
18756,737,81
18758,737,55
18759,737,34
18769,682,46
18776,682,81
18777,682,120
18778,682,76
18779,682,73
18770,682,58
18771,682,90
18772,682,41
18775,682,33
18785,973,52
68910,973,99
18792,973,55
18796,973,51
18799,973,67
18801,973,79
18790,973,70
18791,973,62
18854,1019,38
18856,1019,58
18857,1019,29
18858,1019,32
18861,1019,67
18873,548,27
18875,548,68
18876,548,32
65625,548,77
18871,548,94
18878,548,15
18879,548,38
18880,548,35
18887,1221,58
18903,1221,86
65626,1221,63
67619,1221,60
18899,1221,66
18900,1221,46
18901,1221,72
18902,1221,72
18939,393,66
18942,393,84
18944,393,31
18946,393,76
18950,393,60
18970,262,58
18986,262,80
18978,279,65
67621,262,45
18979,262,117
18982,262,55
18983,262,53
18984,262,75
19057,91,74
65627,91,61
19049,91,58
19051,91,70
19055,91,68
19086,427,35
65628,427,72
19087,427,67
19088,427,38
19091,427,37
19092,427,46
19093,427,86
19094,427,84
19103,558,33
19109,558,56
19119,558,83
19110,558,40
19111,558,63
19114,558,43
19115,111,29
19116,558,54
19164,1237,43
65630,1237,50
19165,1237,150
19166,1237,89
19167,739,77
19169,739,33
19171,1237,48
19172,1237,84
65633,1035,72
19183,1035,62
19184,1035,50
19186,1035,94
19189,1193,63
19190,1035,58
67622,1035,47
19192,1035,69
19193,1035,52
19198,203,46
19212,203,90
19213,203,74
19214,203,62
19217,203,81
19199,288,54
67623,288,39
19200,288,63
19202,288,62
19207,288,85
19218,330,35
19226,330,38
19227,330,64
19228,330,58
19223,330,30
19224,330,63
19225,330,35
19230,330,38
19239,330,91
65634,330,76
19232,330,85
67625,330,29
19235,330,35
19236,330,38
19237,330,63
19238,330,68
19255,797,66
68046,797,103
19261,797,74
19262,797,55
19265,797,113
19266,797,65
65635,797,76
19257,797,71
19268,797,72
19269,797,80
19258,797,52
19259,797,41
19297,252,92
19298,252,85
19303,252,80
19304,171,35
19312,171,86
65637,171,71
67626,171,47
19308,171,55
19309,171,39
19310,171,71
19311,171,53
19325,626,27
19334,626,54
19335,626,91
19326,626,50
19329,626,55
19330,626,43
19332,626,56
19333,626,65
19402,667,52
19413,667,19
19414,667,28
65638,667,59
19418,667,75
19408,667,121
19456,828,35
19464,828,79
65640,828,68
67628,828,57
19459,828,66
19460,828,38
19461,828,48
19462,828,41
19502,1111,58
65641,1111,73
19504,1111,61
19505,1111,44
19509,1111,33
19510,1111,68
19512,1111,73
67629,1111,53
19515,1111,87
19516,1111,53
19517,1111,43
19556,164,29
19563,164,33
19564,164,61
19565,164,64
19567,164,84
19557,164,67
19558,164,39
19559,164,46
19562,164,26
19611,570,33
19614,570,94
19615,570,39
19616,570,72
19620,570,67
19621,570,62
19622,570,89
19653,564,63
19654,70,132
19655,564,34
19656,70,69
19657,564,56
19658,564,79
19659,70,57
19679,413,54
19692,413,49
19693,413,68
19694,413,54
19695,413,76
19686,413,61
19687,413,33
19688,413,35
19703,516,49
19712,516,74
67630,516,48
19713,516,89
19706,516,43
19707,516,68
19708,516,55
19710,516,57
19739,79,35
19742,79,80
67632,79,51
19746,79,34
19747,79,64
19748,79,74
19752,876,33
19767,876,45
19769,1187,57
65647,876,74
19760,1187,57
19761,876,58
19765,876,28
19766,1187,40
19798,531,27
69311,531,75
65648,531,59
19845,531,41
19846,531,57
19847,531,68
19848,531,60
19929,992,38
19930,992,53
19931,992,46
19932,992,25
19812,991,58
69070,991,114
19820,991,74
19813,991,80
19818,991,33
19966,899,52
19967,899,150
19968,899,124
19969,899,28
19972,899,54
19973,899,58
19974,899,33
19975,899,75
20007,374,43
65650,374,72
20008,374,75
20009,374,33
20012,374,47
20013,374,61
20014,374,80
20020,852,46
20022,852,75
20023,852,43
20024,852,52
20027,852,49
20028,852,139
20029,852,70
20030,852,83
20064,814,33
20070,814,34
20071,814,36
20072,814,58
20073,814,55
65654,814,81
20074,814,41
20075,814,61
20076,814,53
20108,1141,46
20109,1141,105
20110,1141,45
20111,1141,62
20115,1141,78
20137,388,49
20144,388,55
20145,388,41
20146,388,48
20149,388,86
20139,388,80
20141,388,51
20142,388,61
20152,279,41
20160,279,73
20161,279,78
20153,279,77
20154,279,58
20157,279,41
20158,279,57
20197,448,29
65656,448,65
67633,448,50
20198,448,65
20202,448,59
20203,448,60
65657,457,50
68212,457,125
68047,457,116
20235,457,83
20227,457,65
20228,457,41
20229,457,58
20232,457,65
20256,814,76
20257,814,61
20258,814,55
20260,814,26
20310,60,35
20321,60,63
20322,60,71
20313,60,105
20318,60,38
20320,60,81
20327,1233,43
20334,1144,128
20335,1233,33
20336,1144,43
20337,1144,87
20338,1144,56
20340,1233,69
20342,1233,63
20362,1231,27
20369,1231,42
20370,1231,28
67634,1231,52
20364,1231,59
20365,1231,35
20366,1231,32
20367,1231,73
20374,835,38
20385,835,63
20386,835,78
65659,835,67
20379,835,117
20380,835,67
20381,835,105
20382,835,55
20387,909,49
20396,909,56
20398,909,64
65660,909,68
20401,909,66
20392,909,105
20393,909,72
20394,909,24
20402,29,43
20409,29,55
20411,29,27
20413,29,75
20404,29,27
20406,29,27
20407,29,22
20408,29,69
20443,993,87
20444,993,61
20445,993,80
20435,993,117
20438,993,68
20439,993,28
20440,993,46
20441,993,48
20455,999,35
65662,999,64
20456,999,77
20457,999,77
20460,999,68
20508,542,33
65664,542,59
20510,542,73
20511,542,126
20515,542,57
20601,1107,33
69314,1107,46
65665,1107,68
20632,1107,55
20635,1107,63
20636,1107,72
20621,813,71
20629,1009,29
20630,813,68
67638,813,28
20631,1009,58
20622,1009,86
20623,1009,55
20626,813,40
65667,1107,81
20661,1107,42
20664,1107,55
20665,1107,44
20666,1107,137
20667,1107,82
20670,888,21
66044,888,47
21568,888,113
21569,888,47
21572,888,73
20693,624,58
20703,624,53
20706,624,58
20708,624,69
20699,624,91
20709,624,58
20711,624,65
20700,624,36
20746,899,33
20747,899,62
20748,899,73
20737,899,89
20765,670,49
65671,670,46
20766,670,103
20767,670,37
20770,670,34
20771,670,64
20772,670,55
20792,1243,38
20801,1243,62
65672,1243,50
20793,1243,74
20796,1243,20
20797,1243,24
20798,1243,69
20799,1243,73
20836,201,104
20838,201,31
20841,201,55
20842,201,48
20868,28,31
20869,28,31
65674,28,44
20871,28,50
20862,28,32
20922,527,103
68234,527,52
20923,527,58
20924,527,39
20928,527,43
20930,527,74
20931,527,59
20965,129,60
20967,129,63
20969,129,45
20970,129,48
20973,129,67
20976,699,35
69316,699,73
69016,699,52
20980,699,71
20983,699,74
20984,699,55
20985,699,53
20986,699,52
20978,699,105
67642,699,50
20988,699,61
20989,699,61
20992,699,70
20979,699,81
21008,513,46
65678,513,76
21009,513,72
21010,513,74
21013,513,48
21014,513,58
21015,513,84
21022,355,46
21030,355,48
21031,355,77
65680,355,67
21024,355,30
21026,355,40
21027,355,68
21028,355,66
21052,210,35
21073,210,38
21074,210,34
21075,210,62
21078,210,44
65682,210,49
21069,210,80
67643,210,70
21081,210,84
21070,210,58
21071,210,32
21072,210,58
69317,798,72
21100,798,33
21101,798,65
21103,798,25
21106,798,62
21096,798,76
21099,798,26
21085,1194,63
21086,1194,94
21087,1194,73
21088,1194,71
21091,1194,88
21092,1194,73
65689,820,48
21184,820,77
21186,866,52
21168,820,58
21187,820,68
65690,866,75
21175,820,50
65691,866,75
67645,866,41
21177,820,63
21182,820,29
65692,1075,74
21248,1075,64
21250,1075,68
21252,1075,73
21231,1075,77
21237,1075,85
21239,1075,55
67646,1075,43
21243,1075,38
21246,1075,67
21220,19,57
21221,19,74
21205,19,83
21207,19,68
21212,19,25
21204,19,83
67647,19,38
21217,19,83
21272,919,49
21275,919,33
21276,919,68
21277,919,55
21280,1058,23
21281,1058,23
21282,1058,23
21284,919,68
21286,919,69
21273,919,76
21302,801,58
68536,801,41
21309,801,40
65694,801,70
21303,801,67
21304,801,58
21306,801,35
21319,1176,38
21332,1176,49
21333,1176,58
21324,1176,87
21326,1176,53
21327,1176,31
21328,1176,20
21330,1176,57
21355,1065,60
67651,1065,49
21356,1065,57
21358,1065,68
21361,1065,54
21363,1065,70
21368,619,46
21370,619,82
21371,619,37
21372,619,33
21375,619,54
21376,619,74
21393,778,79
68582,778,140
21417,778,77
21408,778,59
21412,778,33
21413,778,25
21414,778,60
21415,778,60
21394,1230,41
21401,1230,55
21403,1230,59
65695,1230,79
21395,1230,154
21397,1230,30
21398,1230,27
21399,1230,65
21425,501,49
69319,501,79
21438,501,52
21441,501,62
67653,501,41
21442,501,74
21433,501,45
21434,501,79
21437,501,75
21486,836,38
65699,836,51
21496,836,74
21487,836,94
21490,836,55
21491,836,33
21492,836,61
21524,421,106
68588,421,109
21525,421,66
21528,421,50
21529,421,74
21548,271,38
21557,271,33
21558,271,67
21559,271,74
21561,271,50
21562,271,54
21563,271,67
21552,271,52
21689,136,49
21709,136,52
21710,136,78
21695,136,48
65711,136,48
21694,136,74
67655,136,44
21704,136,41
21708,136,53
21816,111,38
21820,111,68
21821,111,29
21824,111,29
21825,111,54
21826,111,82
21828,265,46
67657,265,46
21829,265,75
21830,265,51
21833,265,65
21834,265,30
21835,265,23
21836,265,70
21837,1056,49
21838,1056,85
21839,1056,36
21840,1056,32
21841,951,38
69323,1062,77
21859,1062,28
21860,1062,84
67658,1062,44
21863,1062,68
21854,1062,40
21855,1062,59
21856,1062,25
68048,901,78
21885,901,120
21886,901,67
21888,901,60
21889,1321,64
21871,901,68
21872,901,66
21869,901,84
21875,1321,55
21876,901,55
67659,901,48
21883,1321,28
21884,901,57
21925,1049,76
68049,1049,64
68648,1049,59
21923,1049,48
21929,1049,88
21933,65,46
68050,65,84
68674,65,113
21943,65,29
21944,65,28
21945,65,58
21946,65,55
65721,65,45
21941,65,56
67663,65,44
21951,65,26
21954,65,68
21955,65,64
21956,65,46
22015,134,43
22017,134,73
22018,134,73
67664,134,47
22012,134,55
65726,535,46
21993,535,98
21994,535,36
21998,535,24
22003,535,69
22071,1290,38
22086,1256,53
22087,1256,53
22088,1290,23
22089,1256,29
22094,1256,24
65728,1290,75
22085,1290,72
22096,1256,65
22097,1256,57
22098,1290,58
22109,101,43
69325,101,80
22129,101,77
22130,101,72
22116,101,31
22117,101,66
22118,101,55
22119,101,51
65731,101,45
22113,101,79
67667,101,33
22124,101,83
22128,101,68
22138,412,124
22139,412,124
22140,1170,81
65732,412,80
67668,412,33
22133,412,72
22134,412,31
22136,412,34
22137,412,64
69326,149,47
65734,149,57
22191,149,57
22192,149,40
22196,149,43
69327,1213,89
68946,1213,103
22247,1213,35
22238,1213,86
22239,1213,63
22240,1213,53
22242,1213,36
22269,1282,58
22279,1282,63
22280,1282,76
65739,1282,48
22273,1282,88
22274,1282,83
22275,1282,53
22276,1282,29
22356,832,63
22357,832,87
22358,832,36
22359,832,114
22363,832,74
22408,1183,46
22410,1183,41
22411,1183,35
22412,1183,51
22453,293,41
65744,293,44
22455,293,96
22456,293,30
22459,293,27
22460,293,62
22462,293,71
22488,1116,102
22489,1116,73
22481,1116,62
22483,1116,80
22486,1116,57
22487,1116,74
22491,1160,33
68792,1160,57
22498,1160,53
22499,1160,40
22501,1160,49
22502,1160,81
22492,1160,62
22493,1160,63
22509,884,34
22510,884,88
22511,884,33
22512,884,115
22515,884,56
22516,884,74
22537,990,49
22554,990,51
22555,990,125
22556,990,77
22548,990,71
67672,990,32
22558,990,77
22549,990,61
22552,990,55
22553,990,25
22609,305,46
65747,305,98
22610,305,85
22611,305,63
22614,305,50
22615,305,74
22683,174,66
22702,174,70
65750,174,77
22694,174,79
22697,174,39
22698,174,41
22699,174,38
22700,174,50
22712,550,41
22722,550,73
22723,550,74
65752,550,72
22717,550,27
22718,550,68
22719,550,26
22720,550,35
69330,1179,69
68052,1179,73
22743,1179,85
22744,1179,55
22747,1179,53
22748,1179,43
22749,1179,50
22750,1179,71
65754,536,76
22780,536,56
22772,536,94
22783,536,66
22776,536,17
22798,109,35
69331,109,69
22818,109,68
22803,109,46
22806,109,63
22809,109,53
22810,109,33
65755,109,49
22814,109,77
22815,109,52
22836,1077,43
23000,1077,73
65756,1077,44
22993,1077,23
22995,1077,55
22996,1077,22
22997,1077,63
22998,1077,64
22840,817,33
65757,817,47
22844,817,85
67676,817,51
22847,817,52
22848,817,69
22907,1166,43
22919,1166,69
22920,1166,75
65759,1166,79
22913,1166,66
22914,1166,60
22916,1166,26
22917,1166,43
65760,70,84
22928,70,31
22929,70,39
22930,70,58
22931,70,25
65761,46,44
68053,46,101
68692,46,108
68054,46,44
22959,46,20
22960,46,36
22961,46,45
22962,46,73
22965,46,73
22966,46,53
22967,46,64
22952,46,48
22973,448,49
22974,448,100
22977,448,31
22978,448,25
22980,448,81
23002,1163,66
23011,1163,78
23012,1163,103
65762,1163,45
23008,1163,23
23009,1163,28
23042,397,75
23047,397,22
23049,397,38
23050,803,32
23051,803,29
23053,803,74
23056,397,73
23046,803,61
23029,1153,58
23038,1153,69
65764,1153,76
23030,1153,86
23035,1153,52
69333,652,57
65768,652,54
23199,652,46
67683,652,41
23202,652,25
23204,652,65
23205,652,46
23237,300,49
65774,300,77
23239,300,58
23240,300,123
23245,300,48
23246,300,69
23273,698,54
23281,698,63
65775,698,41
67682,698,33
23276,698,53
23277,698,54
23278,698,57
23279,698,42
23326,728,32
23335,728,39
23336,728,74
23337,728,53
67684,728,56
23338,728,59
23330,728,33
23331,728,63
23395,972,52
23414,972,76
23415,972,63
65778,972,43
23411,972,60
23412,972,36
23432,691,71
23434,691,71
23425,691,68
23426,691,38
23431,691,56
23439,406,41
23450,406,70
23451,406,68
65779,406,47
23444,406,37
23445,406,60
23446,406,53
23447,406,55
68055,728,88
68822,728,120
67688,728,38
23489,728,59
23483,728,53
23485,728,39
23486,728,57
23469,593,43
23470,593,46
65780,593,73
23471,593,60
23474,593,38
23475,593,70
23541,89,41
23546,89,29
23548,89,53
23550,89,57
23542,89,73
23543,89,81
23544,89,51
23545,89,68
23567,874,52
68214,874,52
68952,874,102
23574,874,50
65782,874,76
67691,874,53
23577,874,58
23578,874,78
23570,874,91
23572,874,66
23573,874,55
23579,949,43
23586,949,86
23587,949,91
23588,949,55
23580,949,119
23581,949,89
23582,949,36
23583,949,53
23626,1057,46
23634,1057,75
65784,1057,50
67693,1057,55
23629,1057,39
23630,1057,62
23631,1057,55
23632,1057,28
23637,700,38
69337,700,76
23645,700,74
65785,700,79
23639,700,41
23640,700,56
23641,700,55
23642,700,38
23646,804,37
23647,804,33
23648,804,33
23649,804,53
23652,804,77
23672,918,55
23673,918,68
65786,918,43
23664,918,63
23666,918,46
23667,918,33
23668,918,58
23669,918,55
23708,674,60
23709,674,64
65789,674,71
23701,674,98
23703,674,52
23704,674,84
23705,674,55
23706,674,30
65792,1234,44
23782,215,62
23771,1234,78
23772,1234,55
23773,215,55
23774,1234,48
23766,215,65
23776,215,33
23779,215,64
23780,215,58
23767,215,80
23768,215,27
23769,1234,86
23799,166,41
69338,166,57
23859,166,60
65793,166,46
23853,166,69
23855,166,55
23857,166,48
65796,1332,81
23811,1332,68
23802,1332,130
23804,1332,98
23807,1332,19
23808,1332,64
23809,1332,66
23810,1332,48
23838,659,60
23840,659,79
23841,659,41
23842,659,75
23845,659,63
23846,659,68
23847,659,70
23865,588,49
23876,588,61
23877,588,62
23868,588,77
23870,588,52
23871,588,30
23872,588,41
23873,588,26
23900,270,46
23906,270,29
23907,270,29
23909,270,92
23902,270,51
23945,1105,38
69060,1105,42
23951,1105,22
23952,1105,26
65798,1105,67
65797,1105,70
67700,1105,51
23955,1105,59
23947,1105,54
23948,1105,58
23949,1105,57
23959,612,21
66045,612,49
24523,612,93
24524,612,39
24527,612,66
65799,1322,76
67701,1322,47
23987,1322,26
23989,1322,21
23992,1322,49
23993,1322,63
24013,154,52
24014,154,92
24015,154,37
24016,154,31
24021,154,54
24022,154,68
24023,1185,38
68242,1185,130
68798,1185,105
68056,1185,91
65800,1185,80
24025,1185,52
67702,1185,45
24026,1185,81
24029,1185,28
24030,1185,77
24031,1185,65
24042,1255,68
24043,1255,97
24044,1255,66
24045,1255,26
24048,1255,88
24056,1326,29
65801,1326,48
67703,1326,32
24057,1326,52
24060,1326,78
24061,1326,85
24063,1326,68
65802,709,48
24127,709,75
24119,709,135
67705,709,33
24122,709,61
24125,709,46
24130,709,60
24131,709,61
24136,709,46
24138,709,64
24139,709,75
24165,249,41
24174,217,48
24175,217,54
24176,249,70
24166,249,86
24171,249,38
65804,1303,75
24199,1303,59
67704,1303,53
24201,1303,68
24194,428,48
24249,108,52
24258,108,76
24259,108,76
24250,108,27
24253,108,48
24256,108,97
24257,108,49
65805,17,81
24269,17,72
24270,17,55
24271,17,38
24331,1014,63
24332,1014,56
24334,1014,35
24335,1014,41
24343,196,86
24344,196,42
24345,196,78
24346,196,32
24349,196,61
24367,855,66
24368,855,34
24370,855,56
24371,855,53
24374,855,53
24375,855,77
24376,855,52
24385,855,38
24378,855,72
67706,855,48
24379,855,34
24381,855,56
24405,790,38
69341,790,79
24445,790,60
24447,790,74
67707,790,39
24439,790,41
24440,790,87
24441,790,53
65814,356,42
24498,356,31
24499,356,40
24500,356,58
24503,356,79
24514,308,49
24515,308,65
24516,308,73
24517,308,55
24520,308,63
24522,308,84
24539,258,38
24547,258,69
24548,258,63
24551,258,24
24555,258,69
24580,473,43
24588,473,58
24589,473,74
65816,473,73
24582,473,59
24583,473,44
24584,473,70
24585,473,53
24590,118,49
69342,118,63
68840,118,32
24613,118,54
24605,118,62
67709,118,43
24606,118,70
24607,118,53
24610,118,55
24611,118,29
24592,1079,70
24596,1079,55
24604,1079,84
24597,1079,55
24599,1079,72
24601,1079,93
69343,1083,79
24655,1083,54
24658,1083,56
24659,1083,59
24660,1083,59
24638,1083,27
24641,1083,44
24642,1083,27
24643,1083,32
24645,1083,31
24649,1083,61
24651,1083,25
24652,1083,64
24679,1247,41
65820,1247,65
24680,1247,71
24681,1247,23
24685,1247,43
24686,1247,78
24687,1247,63
69344,496,58
65821,496,44
24744,496,62
24745,496,52
24735,496,52
24736,496,71
24724,813,44
24726,1009,55
24728,1009,29
65822,1009,67
24720,1009,65
24721,813,102
24722,813,80
24822,447,43
24829,447,59
67711,447,46
24832,447,68
24827,447,60
24828,447,72
69345,55,58
68292,55,120
24955,55,52
24956,55,39
24969,55,77
24970,55,77
24971,55,72
24972,770,50
65824,55,43
24946,55,34
24947,55,53
24948,55,18
24940,55,88
24950,770,55
24952,770,29
24954,55,52
24867,360,35
24872,360,73
24873,360,55
24875,360,41
24881,360,72
24868,360,77
24869,360,46
24870,360,44
24883,1229,41
24895,1229,80
65830,1229,47
24888,1229,65
24890,1229,62
24891,1229,25
24892,1229,30
24894,1229,57
24909,1266,46
24921,1266,50
24922,1266,74
65832,1266,56
24915,1266,52
24916,1266,30
24917,1266,52
24918,1266,55
24978,898,41
24995,898,53
24996,898,33
67717,898,48
24990,898,27
24991,898,30
25003,842,38
25018,842,68
65833,842,81
25011,842,103
25013,842,33
25014,842,41
25015,842,51
25016,842,55
25024,318,33
68662,318,52
25030,318,28
25033,318,43
25025,318,59
25026,318,40
25028,318,64
25037,59,38
69347,59,43
25072,59,43
25073,59,30
25066,59,58
67723,59,39
25076,59,73
25067,59,63
25070,59,44
25071,59,55
25044,559,47
25052,559,63
25053,559,67
25054,559,88
25048,559,53
25049,559,52
25051,559,48
25166,628,63
25174,628,76
65838,628,46
67720,628,35
25170,628,33
25171,628,37
25172,628,72
25182,887,63
25191,887,66
67719,887,52
25183,887,94
25186,887,78
25187,887,80
25188,887,38
25189,887,69
25240,1139,41
25244,1139,35
25245,1139,38
25246,1139,35
65840,1139,45
67721,1139,42
25250,1139,39
25251,1139,74
25241,1139,134
25242,1139,74
25243,1139,93
25270,125,38
65841,125,70
25278,125,55
25279,125,39
25318,36,27
68528,36,41
25338,36,68
25339,36,74
25324,36,28
25325,36,28
25326,36,54
25327,36,31
25330,36,51
25321,36,92
67722,36,56
25332,36,94
25351,36,39
25352,36,31
25353,36,43
25354,36,51
25370,1095,27
25378,1095,33
25379,1095,55
65845,1095,177
25372,1095,89
25373,1095,49
25374,1095,42
25375,1095,113
25404,301,43
25413,301,82
65846,301,67
25406,301,66
25408,301,59
25409,301,63
25410,301,55
25411,301,35
69349,1125,77
25422,1125,56
68668,1125,41
25423,1125,38
25428,1125,46
25436,1125,77
65847,1125,79
67725,1125,51
25431,1125,48
25432,1125,56
25433,1125,57
25434,1125,38
25481,1289,46
65849,1289,39
67726,1289,38
25482,1289,79
25485,1289,72
25486,1289,38
25487,1289,66
25488,1289,76
25503,958,77
25515,958,70
65850,958,45
25508,958,87
25511,958,39
25513,958,102
25521,59,49
25522,59,84
25528,59,25
25529,59,50
25568,257,38
65852,257,84
25570,257,79
25572,257,47
25576,257,36
69352,661,78
25621,661,91
25624,661,57
25625,661,34
25631,661,44
25634,661,53
25635,661,58
25637,661,90
25640,207,54
25649,207,68
25650,207,58
25651,207,94
67728,207,45
25644,207,27
25645,207,73
25646,207,57
25674,756,38
69353,756,54
69066,756,41
25691,756,102
25694,756,59
65854,756,44
25685,756,68
67729,756,36
25687,756,54
25688,756,55
25689,756,39
25690,756,90
68502,257,61
68062,257,54
25714,257,75
25719,257,102
25721,257,77
25823,249,79
25824,249,32
25826,249,63
25827,249,55
69354,1086,93
65862,1086,70
25852,1086,66
25844,1086,74
25847,1086,65
25849,1086,31
25850,1086,45
25851,1086,70
25869,269,43
25871,269,60
68063,269,122
65863,269,47
25875,269,56
25876,269,94
65864,975,52
25920,975,75
25917,975,78
67731,975,34
25921,975,55
25922,975,30
25923,975,63
25924,975,62
25939,1138,43
25941,1138,66
25942,1138,62
25943,1138,55
25946,1138,47
25947,1138,57
25948,1138,84
65865,459,74
25967,459,52
25968,459,72
65866,459,71
25961,459,33
25962,459,57
25963,459,53
25964,459,58
25975,867,35
25983,867,89
25984,867,68
65867,867,56
25977,867,76
25978,867,43
25979,867,60
25980,867,40
26001,5,63
65868,5,73
26002,5,84
26003,5,34
26006,5,36
26007,5,97
26008,5,54
26009,5,76
26010,854,27
26012,854,76
67736,854,48
26013,854,58
26017,854,57
26018,854,66
26062,325,94
26063,325,34
26065,325,24
26066,325,53
26069,325,88
26074,980,21
27357,980,27
66046,980,43
27358,980,59
27356,980,44
26079,730,41
26082,730,68
26083,730,74
26084,730,55
26087,730,60
26088,730,72
26089,730,84
26122,873,66
68424,873,46
68064,873,47
26174,873,72
26163,873,66
65870,873,71
26166,873,47
26157,873,62
26169,873,115
26170,873,124
26172,873,69
26135,859,54
69062,859,107
67738,859,82
26136,859,58
26141,859,23
26142,859,53
26203,566,33
26222,566,59
26223,566,44
26214,566,64
26216,566,72
26217,566,17
26220,566,40
26255,183,64
26256,183,30
26258,183,26
26259,183,48
26262,183,64
26251,183,78
26254,183,58
26294,112,49
26303,112,90
67740,112,33
26295,112,88
26298,112,88
26299,112,33
26300,112,46
26301,112,74
26312,921,58
26315,921,129
26316,921,37
26317,921,33
65875,921,53
67741,921,45
26323,921,78
26326,921,68
65877,1298,65
26472,1298,75
26463,1298,32
26464,1298,35
26468,1298,36
26483,829,71
68948,829,47
26484,829,34
26485,829,70
26488,829,60
26491,1187,38
26494,1187,89
67742,1187,40
26495,1187,47
26496,1187,52
26499,1187,40
26500,1187,72
26501,1187,69
26528,848,55
26530,848,56
26531,848,53
26532,848,59
67743,848,41
26534,848,48
26536,848,63
26537,848,79
26527,848,69
26559,69,35
69358,69,80
68065,69,88
68352,69,128
26576,69,62
67744,69,35
26577,69,62
26568,69,63
26571,69,55
26572,69,55
26584,738,52
26591,738,40
68066,738,142
26585,738,75
26593,738,60
26688,1224,49
69359,1224,84
68396,1224,53
68068,1224,59
26712,1224,78
26741,1224,55
26714,1224,35
26715,1224,74
26719,1224,28
26721,1224,122
26723,1224,70
26724,1224,92
26697,344,41
68392,344,135
68067,344,73
26704,344,19
26709,344,49
26710,344,57
26698,344,81
26701,344,68
26757,1096,35
69360,1096,56
68069,1096,92
68984,1096,47
26766,1096,42
67746,1096,39
26776,1096,71
26777,1096,60
26767,1096,39
26768,1096,52
26770,1096,55
26831,165,46
69362,165,48
26852,165,71
26853,165,41
26856,165,32
26857,165,60
26858,165,74
26859,165,62
26832,595,38
26835,595,84
26836,595,75
26837,595,78
26840,595,38
26841,595,57
65881,595,57
67747,595,43
26845,595,68
26846,595,70
26833,595,87
26834,595,55
26906,1043,35
26914,1043,101
26916,1043,55
26917,1043,84
26918,1043,55
26919,1043,25
65883,477,54
26931,477,36
26932,477,33
26934,477,27
26937,477,68
26946,239,68
26948,239,55
26950,197,39
26951,197,32
26942,197,70
26952,197,32
26954,239,102
26956,239,84
26943,197,63
65884,451,76
68350,451,143
68070,451,129
26972,451,53
26975,451,65
26976,451,66
26978,451,59
26971,451,101
26981,451,78
26982,451,102
26983,451,89
26984,451,68
26958,811,54
65885,811,68
67751,811,47
26959,811,88
26962,811,33
26964,811,61
26965,811,79
27013,1241,49
27044,1241,39
27046,1241,63
27047,12,55
27048,1241,55
27051,12,33
27042,12,82
67752,12,44
27043,12,47
27017,596,46
27018,596,130
27019,596,32
27020,596,72
27023,596,71
27085,1335,65
27086,1335,68
65887,1335,69
67753,1335,47
27079,1335,49
27081,1335,53
27082,1335,53
27093,532,60
27095,532,87
27096,532,38
27097,532,66
27100,532,66
27101,532,73
27102,532,62
27150,998,52
27158,998,77
27159,998,79
65888,998,74
27152,998,101
27153,998,30
27154,998,48
27155,998,64
27171,100,41
68236,100,36
67755,100,46
27181,100,46
27172,100,59
27173,100,49
27175,100,29
27177,100,28
27185,137,38
67756,137,57
27186,137,80
27187,137,44
27191,137,87
27192,137,69
27194,1205,41
69364,1205,64
27219,1205,72
27220,1205,63
27207,1205,50
27208,1205,58
27209,1205,50
27210,1205,38
65890,1205,61
27213,1205,43
27214,1205,46
65891,1205,61
27215,1205,27
27216,1205,46
27217,1205,54
27218,1205,94
27249,696,29
